,org_id,city,average_bill,rating,rubric,coffee_to_go,food_delivery,breakfast,summer_terrace,wi_fi,business_lunch,payment_by_credit_card,car_park,gift_certificate,karaoke,free_delivery,music,pets,air_conditioning,view_on_ostankino_tower
28618,14964092933123800956,spb,1500.0,4.433890577507598,Ресторан,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
28619,1329133191821895814,spb,1500.0,,Ресторан,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
28621,2520905283519025808,msk,3000.0,4.297337278106509,Ресторан,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
28622,18159013934524655254,spb,3000.0,5.0,Кафе,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
28623,3742711169630409297,msk,2500.0,4.228070175438597,Ресторан,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1
28624,3115463224510945040,msk,2500.0,4.216494845360825,Ресторан,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1
28625,14259658916663230875,spb,2500.0,,Ресторан,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
28626,6880668304126508891,msk,10000.0,5.0,Ресторан,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
28627,13881304506485520759,msk,,4.468085106382978,Быстрое питание,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
28628,1179606719204281710,msk,,3.2857142857142856,Кафе,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28629,12385376317377400816,msk,,3.4655172413793105,Ресторан,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
28632,12161709864977344851,msk,,3.5423728813559316,Ресторан,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0
28633,8248801133438936415,spb,,4.0,Быстрое питание,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
28634,9918643978614825301,spb,,4.5,"Бар, паб",0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
28636,13444353593907705804,spb,,4.954545454545454,Кафе,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
28637,1846320318323597888,spb,,4.384615384615385,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
28639,18199866127659804550,spb,,4.130653266331659,Пиццерия,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0
28641,6143452604903881502,msk,500.0,4.562753036437247,Быстрое питание,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
28644,4342484683865452604,msk,500.0,4.702127659574468,"Бар, паб",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
28647,17218228558273696738,spb,500.0,4.393048128342246,Ресторан,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
28649,7174207572358877382,msk,1000.0,4.761421319796955,Кафе,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
28650,13373967455664644890,msk,1000.0,3.7450980392156863,Кафе,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
28651,9129868164068479195,msk,1000.0,4.888888888888889,Кальян-бар,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0
28652,9535199120155599847,msk,1000.0,4.402298850574713,Ресторан,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1
28654,14354248738690034280,msk,,4.530919220055711,Ресторан,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0
28707,16485638942970327785,msk,,4.545454545454546,Кондитерская,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28708,14891042187736800389,msk,,4.5,Кофейня,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28710,18214681831641489854,msk,,4.285714285714286,Кондитерская,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28720,17612468643564411993,msk,,4.0578034682080935,Спортбар,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28726,957623262295805173,msk,,4.307692307692308,Кондитерская,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
28727,15209918270017966240,msk,,4.775862068965517,Кондитерская,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28728,3078071509922754982,msk,,4.428571428571429,Ресторан,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28729,12844548602119913873,msk,,2.333333333333333,Пиццерия,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28731,5656579532277729079,msk,,3.6666666666666665,Кафе,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
28733,7748405248708203065,msk,,4.3971631205673765,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28734,15691210699364565712,msk,,4.454545454545454,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28735,8236022166056678079,msk,,5.0,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28736,13003124367800886284,msk,,4.538461538461538,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28737,7136855483514840074,msk,,4.0,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28738,17576557016513218206,msk,,3.0,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28739,7635892013953051500,msk,,1.0,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28740,571486161262143474,msk,,3.5,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28741,8184230432842121591,msk,,3.8260869565217392,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28742,13678246933139378208,msk,,4.666666666666667,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28743,12713858096828948714,msk,,3.7777777777777777,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28744,9821975412826168400,msk,,3.6,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28745,9670625800627220527,msk,,4.2,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28746,14953798319426516196,msk,,4.418439716312057,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28747,13246916603618562263,msk,,1.0,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28748,5363109892018089276,msk,,4.173913043478262,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28749,18072017065038763448,msk,,4.476923076923077,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28750,13860594449542350157,msk,,4.5227272727272725,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28753,2891786829085111450,msk,,3.6206896551724137,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28754,18278190697420979752,msk,,4.4340175953079175,"Булочная, пекарня",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28755,14153681824503089683,msk,,4.209302325581397,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28756,1137317487214520213,msk,,3.3529411764705883,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28757,7275894626730369221,msk,,3.8181818181818175,Кафе,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28759,380784747884453766,msk,,5.0,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28760,11936939805268002763,msk,,4.04,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28761,18004024475867304463,msk,,4.0,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28762,10838893537176194912,msk,,3.0,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28763,10261379223890783186,msk,,5.0,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28764,1258003894328136512,msk,,4.0,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28765,1166549626109985152,msk,,4.333333333333333,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28766,6385902129417296029,msk,,3.7083333333333335,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28767,11607370709660182891,msk,,4.666666666666667,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28768,6834939399855453286,msk,,3.0,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28769,4510986237550178569,msk,,4.40625,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28770,3865647775467774293,msk,,4.733333333333333,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28771,2662308907257386045,msk,,2.0,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28772,6550971324514539169,msk,,4.666666666666667,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28773,14889169540475930618,msk,,5.0,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28774,8929283971553993344,msk,,5.0,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28775,4429871788257533230,msk,,5.0,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28776,17290670325067175098,msk,,4.5,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28777,16881408845948825469,msk,,4.5,"Булочная, пекарня",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28778,14241070832292138110,msk,,5.0,"Булочная, пекарня",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28779,14135326007189038866,msk,,3.2,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28780,16003033754144349550,msk,,4.666666666666667,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28781,7261561835050320016,msk,,4.833333333333333,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28782,17536980283408999500,msk,,4.833333333333333,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28783,6182952518828937660,msk,,5.0,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28784,7219325096677623602,msk,,2.5,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28785,1610893329355148030,msk,,4.214285714285714,Ресторан,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
28787,10164251620401263006,msk,,4.544041450777202,Кальян-бар,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
28788,2573561889012190267,msk,,4.077419354838709,Кальян-бар,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28789,3275900473094932285,msk,,4.371428571428571,Кальян-бар,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28790,13504456850792754053,msk,,4.5625,Кафе,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
28791,16734552778444038242,msk,,4.148936170212766,"Булочная, пекарня",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
28792,5103956413989646424,msk,,5.0,Кальян-бар,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
28793,8851385253493690238,msk,,5.0,Кафе,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
28794,4662393172717336999,msk,,,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28795,10218335727613056178,msk,,,Ресторан,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
28796,11964315817218853087,msk,,4.222222222222221,Кафе,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
28797,11621114390554191380,msk,,3.9230769230769234,Кафе,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28798,1715171892664306113,msk,,4.368421052631579,Кафе,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28799,4229143143362966600,msk,,4.375,Кафе,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28800,14717308558952025124,msk,,3.3076923076923075,Ресторан,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28801,2234163980633278924,msk,,,Кафе,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
28802,670401752001233894,msk,,2.730769230769231,"Булочная, пекарня",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
28803,4708851451291712376,msk,,3.571428571428572,"Булочная, пекарня",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
28804,6764121582155281802,msk,,5.0,"Бар, паб",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
28805,8897726778550877828,msk,,4.0,Кальян-бар,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
28806,9536889590656069888,msk,,3.5789473684210527,Кафе,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
28807,12270245356019158214,msk,,4.373333333333333,Кальян-бар,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
28808,8081548718556099568,msk,,4.466472303206997,Ресторан,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
28809,4769162763021499961,msk,,5.0,Кальян-бар,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
28810,13447342948672601588,msk,,3.466666666666667,Ресторан,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
28811,11235665134858068173,msk,,4.25,Кальян-бар,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
28812,3829013912601362213,msk,,4.545454545454546,Кальян-бар,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
28813,4816685507671757548,msk,,4.429577464788731,Кафе,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
28814,16382000760447579266,msk,,,Кальян-бар,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
28816,847354359799749376,msk,,4.837837837837838,"Бар, паб",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
28817,17186460004209746657,msk,,4.1,Быстрое питание,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
28818,12867159815142910650,msk,,3.9791666666666665,Быстрое питание,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
28819,7363993407474949316,msk,,,Быстрое питание,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
28820,12214021227878493822,msk,,5.0,Кальян-бар,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
28825,3335354852658948605,msk,,5.0,Кальян-бар,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
28826,4772040945866633344,msk,,4.602150537634409,Кафе,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
28827,6640398291893869781,msk,,4.8,Суши-бар,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28828,14690272435081655658,msk,,3.727272727272727,Ресторан,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28829,5152357850274724339,msk,,3.652173913043478,Кафе,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28830,7401881418497513484,msk,,2.7,Быстрое питание,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
28831,2227946588257955383,msk,,,Быстрое питание,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
28832,7570215285922600883,msk,,1.0,Быстрое питание,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
28833,10624661811060235798,msk,,3.25,Быстрое питание,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
28834,12702633932782571757,spb,,4.416666666666667,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28841,14974541969947912807,spb,,4.21875,Столовая,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28842,13675312832430050479,spb,,3.75,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28843,6961153821255122354,spb,,5.0,Пиццерия,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28853,5834885466268959337,spb,,2.0,"Булочная, пекарня",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28855,1351360148034097333,spb,,3.75,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28856,1182768287446066727,spb,,2.8,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28857,5680854451018786120,spb,,3.0,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28858,9470417398660395159,spb,,3.75,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28859,4342985185306451718,spb,,4.0,"Булочная, пекарня",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28860,1678984439695990357,spb,,2.0,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28861,18276679197465372492,spb,,5.0,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28862,18094943736028341470,spb,,1.5,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28863,14811142517526070332,spb,,5.0,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28864,10872009563768675106,spb,,,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28865,6119401379761088776,spb,,5.0,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28866,9414736236481624586,spb,,4.25,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28867,12876622474613875114,spb,,4.4,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28868,4196468446966336675,spb,,3.6875,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28869,12741015128999512525,spb,,3.108695652173913,"Булочная, пекарня",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28870,15861884795930920514,spb,,3.947368421052632,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28871,3746161952103435004,spb,,3.875,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28872,4387977005940506975,spb,,3.615384615384616,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28873,4726313307529484530,spb,,4.4444444444444455,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28874,18362923303857237847,spb,,4.7105263157894735,"Булочная, пекарня",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28876,8263158115365285578,spb,,4.916666666666667,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28877,12913039840343092051,spb,,4.23,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28878,10731168679325690313,spb,,4.4,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28879,1905326516917581350,spb,,5.0,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28880,1864247709168356113,spb,,4.230769230769232,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28881,1915840180971294344,spb,,5.0,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28882,13667352783337988272,spb,,4.9230769230769225,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28883,15729155726859788648,spb,,5.0,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28884,468182590287802720,spb,,4.6923076923076925,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28885,14511397781602066858,spb,,1.0,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28886,796816699365550915,spb,,5.0,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28887,7658432677325973698,spb,,4.3,Кондитерская,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28888,2684071662065442511,spb,,4.25,Кондитерская,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
28889,901336135949058146,spb,,4.4,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28890,3155578318283979290,spb,,5.0,Кальян-бар,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
28892,510071898563431511,spb,,,Кальян-бар,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
28893,6665746450537973464,spb,,4.2727272727272725,Кальян-бар,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
28894,13523689580413943766,spb,,4.3,Кальян-бар,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
28895,16045630482687126920,spb,,4.583333333333333,Ресторан,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28898,11056336773096232487,spb,,4.0,"Бар, паб",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28900,15457144085596924405,msk,500.0,4.294117647058823,Быстрое питание,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
28901,12207951197167696551,msk,500.0,4.5555555555555545,Столовая,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1
28903,8392527499545460658,msk,500.0,5.0,Кофейня,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1
28904,1557676459278469505,msk,500.0,3.8571428571428568,Быстрое питание,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
28906,2659259370165458191,msk,500.0,,Быстрое питание,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1
28907,3238691756907525738,spb,500.0,4.876712328767123,Кофейня,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
28908,13785663430912981840,spb,500.0,3.875,Быстрое питание,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
28916,694804687638818516,msk,500.0,4.194117647058824,"Бар, паб",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
28917,15226411592191958319,msk,500.0,4.5,Пиццерия,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
28918,18145830368142043350,msk,500.0,3.5507246376811588,Быстрое питание,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
28919,6300701699409467229,msk,500.0,4.44,Пиццерия,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
28920,533829942710210884,msk,500.0,4.1913580246913575,Суши-бар,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0
28921,13285776432230459939,msk,500.0,4.35,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
28922,4700967997793806258,msk,500.0,3.5416666666666665,"Бар, паб",1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
28926,5102621725896634,msk,500.0,3.6666666666666665,Кафе,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
28929,246487035918435484,spb,500.0,4.556650246305419,"Бар, паб",0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
28932,102805602340276893,spb,500.0,4.714285714285714,Кафе,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
28936,4853412622699578321,spb,500.0,4.631147540983607,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
28942,2572028253500193914,spb,500.0,3.4545454545454546,Пиццерия,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
28943,13409564990107806073,spb,500.0,3.948275862068965,"Бар, паб",1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
28944,9163586125313423848,msk,1000.0,,"Бар, паб",1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
28947,7957663757019101756,msk,1000.0,4.51685393258427,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
28950,4826227220896944280,msk,1000.0,2.25,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
28954,4438181726692971987,msk,1000.0,3.987951807228916,Ресторан,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0
28955,2175929179826701063,msk,1000.0,4.143564356435643,Ресторан,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1
28959,16429094833972504279,spb,1000.0,4.578947368421051,Кальян-бар,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
28961,13379041160140042433,spb,1000.0,4.7,Ресторан,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
28962,12544585845826881726,msk,2000.0,4.7529691211401435,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
28965,17892534698028072698,msk,1500.0,4.729064039408867,Кальян-бар,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
28969,17567734067663303538,msk,1500.0,4.566523605150215,Ресторан,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0
28970,6495302665674496241,msk,1500.0,,Ресторан,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
28976,15671258586708915916,spb,2500.0,4.318885448916409,Ресторан,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
28978,604071318457179738,msk,,4.615384615384615,Ресторан,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
28981,6599547829153045191,msk,,2.3157894736842106,Кафе,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1
28982,8566775518965565917,msk,,4.457777777777777,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
28983,16810155545309930937,spb,,4.464285714285714,Ресторан,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
28986,226062097064446876,spb,,2.0,Ресторан,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0
28987,4939845825820088297,spb,,4.453047775947281,Ресторан,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
28988,6708464584117138772,spb,500.0,3.0,Кофейня,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
28990,16602616563063957694,msk,500.0,4.333333333333333,Кафе,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1
28991,3586998498200209537,msk,500.0,4.551575931232092,"Бар, паб",1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
28992,6917955984509436576,msk,500.0,3.8484848484848486,Ресторан,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
28993,12591140082030953699,spb,500.0,3.513888888888889,Быстрое питание,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
28994,16300073134255647541,spb,500.0,4.6477272727272725,"Бар, паб",0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
28995,4213952322241657559,spb,1000.0,4.604430379746836,Ресторан,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
28997,3747171295247553329,msk,1500.0,4.178571428571429,Ресторан,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
28998,9185064076156608304,msk,5000.0,4.46,Ресторан,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
28999,7252647894072834927,spb,,4.197452229299364,Ресторан,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
29000,12779412589631200654,msk,500.0,4.142857142857143,Кофейня,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29002,15128449850750546870,msk,,4.485714285714286,Кафе,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29003,8366027862035430308,msk,,4.069767441860465,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29013,11775999288197761435,msk,,4.852941176470588,Спортбар,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29016,4450055946161283598,msk,,4.441176470588236,Быстрое питание,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29024,2043166943936133066,msk,,4.362068965517241,Пиццерия,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29027,4627562199337363000,msk,,4.625,Ресторан,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29028,15120384000773348712,msk,,,Кафе,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
29030,745147407461444005,msk,,4.363636363636363,Ресторан,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29031,5243215675131564822,msk,,,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29037,12217445581513802629,msk,,4.5769230769230775,Кофе с собой,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
29038,18438308616098706856,msk,,4.0,"Бар, паб",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
29039,12790362855269696275,msk,,4.103448275862069,Пиццерия,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
29040,11148631310628923512,msk,,3.807692307692308,Кафе,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29041,14877351559803398345,msk,,3.5384615384615383,Пиццерия,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
29042,14703701265533425583,msk,,4.1,Ресторан,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
